user_id,movie_id,rating,username,password
20,744,3,user4,IShdEVBd
22,482600,5,user99,pRuZoNdj
46,1014590,1,user83,qvSFk9oL
21,1129598,2,user99,gChQWFVz
44,1388232,5,user10,z8cCjGMb
16,270946,5,user88,qSunlCGC
75,27578,2,user66,Lj3ys7IU
31,1231813,5,user43,ypH3Gy9K
27,748783,5,user100,wL1bH76S
1,353081,1,user16,ZprCvYJg
72,585083,5,user18,iaQCf4dz
21,10483,2,user65,ndI1ddd8
17,62835,5,user85,5AJm8vMI
72,27205,1,user5,h9LckOSQ
55,818647,4,user44,FrLAcIQc
93,748230,3,user10,rlFOw5DM
28,274291,4,user61,a5yJTNts
11,945961,5,user16,qiUyMA3q
79,286217,3,user21,PB0o1jSY
27,1069387,2,user11,1x7cxPOY
82,826510,1,user28,u7QTvDAi
84,658,1,user29,LCsVgxcO
98,1151949,5,user79,IfeH9aln
91,105864,5,user85,Zv3D9TpW
49,273248,5,user100,eDJG9fEW
48,695721,2,user73,3wyLzy2F
63,343668,5,user8,nSz1mFMf
41,807339,1,user54,8owM7UA3
95,6477,1,user59,dX0qvmMr
9,929590,5,user39,0pjLxoy2
12,1243381,5,user30,vvCmqFrs
33,2454,3,user47,xLodkKR1
60,1992,1,user4,jFyYrGHo
56,637534,5,user37,sL1a0GfH
53,677179,2,user34,dJSyDsIT
19,5492,3,user17,3erilYFt
17,968051,1,user1,nSZsO9ZT
67,8392,3,user35,64evQXRo
84,1049574,2,user17,BZwWyVnk
15,1100099,5,user38,zo3hxwQ8
91,460846,5,user60,Ph77odVd
94,271110,1,user6,ELHP5HmK
12,967847,3,user93,PXXrkxjD
77,63,1,user19,eB2AJTwl
35,1079485,4,user39,8J4mfUty
46,637534,4,user91,bgM9yzt7
62,20982,5,user55,Fd3Kft2B
6,955916,1,user28,Lzo0eZ1d
90,231001,4,user4,osJCIrhv
61,19995,1,user14,Nnx3OZTc
36,564,5,user58,GozTuPZm
58,914215,4,user58,Q6eEPmlj
22,823464,1,user67,Rq7yv2QE
76,8392,2,user5,J19Btyzp
97,339846,4,user62,Q5KiD1LO
60,80321,4,user63,XxcgMHvt
27,893723,4,user64,pqwByBm8
15,1355755,4,user30,7GOUzMP8
42,1028703,1,user94,XsMyX95Q
14,592695,1,user53,glMssUfA
46,439079,4,user30,MpoEyYhP
81,87101,5,user96,CnFQeUYx
42,1137205,4,user73,pIvTLgi4
91,62835,2,user20,ZPSpJCpx
88,140300,1,user54,VgvpqAjX
82,939243,5,user18,itEYnV3f
4,264980,4,user77,0SFRIIx6
57,223702,2,user59,yevZnoxK
47,1022796,4,user51,98pphuKQ
65,436969,2,user62,w5V6C05n
25,206487,5,user59,agMHZyQS
73,1388232,5,user2,rZvbjJFN
58,1001783,3,user13,GMtHDAvQ
28,447200,5,user41,vrFW9STe
8,102382,4,user19,0imyKjHq
93,289,5,user64,LbQha7Fv
64,27205,3,user37,fIDP7vEV
2,9502,1,user33,yJK7wnA0
93,748230,2,user21,RRNrsjvV
66,62211,4,user33,KCItFaFQ
88,568124,4,user50,16oJpsOQ
57,568091,2,user84,JnoLnAAR
43,49051,1,user1,GaPsJPso
46,1082195,5,user24,AfUW5eVn
24,1226578,4,user29,zHANXitr
4,1120911,2,user5,LzhTLdSP
9,10184,2,user78,SgDSyztJ
100,1262983,3,user45,mNeIEl11
69,858017,4,user88,PbNlQ78o
72,1287717,4,user31,wOXVbMn7
91,1005331,2,user66,zZZ9M68f
81,565770,3,user96,Ntbjym5T
57,64688,3,user11,k1sRISsC
17,436969,4,user5,VzIgnlyI
17,36586,3,user40,7DWUEyX2
60,597,1,user76,NGF2jLu2
63,635910,5,user87,Ge7x4ogE
23,3638,4,user27,LwQpoc7u
46,568160,3,user93,vjdqUfmZ
22,1137205,3,user14,WHb3auFN
88,1585,1,user11,ratQaZIX
73,12445,4,user29,x3TYStP7
36,1087388,3,user4,5uoy8CjO
7,59440,3,user75,FtczNySw
9,1239511,5,user58,yJFKvfJ7
36,297761,3,user5,iWCp3NZK
89,497,1,user95,sF8h3EtY
73,588555,5,user10,0srX64aU
4,1239251,5,user35,6E079YwX
80,1214509,2,user60,QHWZfJYU
8,1091267,3,user83,VppbT0tI
87,985939,5,user88,wRqG3V3r
1,597,2,user74,5vPLfRCI
45,120,3,user3,M3SbckDE
99,665,1,user91,pekbQhke
95,77338,3,user96,NqnhKr5Y
12,660982,5,user61,usoMX9il
4,9279,2,user21,lUIk4k1A
20,1190586,5,user44,8oGiE0pm
28,1209217,1,user29,W5LGpTpY
17,341174,5,user97,55bMUgxk
69,1125510,2,user92,LhREXuEs
17,462,3,user9,ALGdGYQL
6,36669,5,user97,2Aj8n7U7
91,299536,1,user71,A1qqVjky
46,1184495,3,user35,hNPe2VOh
20,1306764,1,user56,5ZXtTsne
31,1139095,5,user26,sX1cjVHZ
1,214756,2,user80,IEULwZ8n
98,672,1,user52,HXQZ7elB
87,1147416,4,user49,Bp1EtNkt
7,348350,4,user12,dML38InZ
83,1059264,4,user44,Q5dRPxl1
97,1281826,5,user30,JW4RlHTa
78,460846,1,user20,SXjDnugI
16,856289,2,user86,qLGJ4NrT
59,19913,1,user53,HFYqXsWD
73,45243,2,user51,PYLuxMHz
40,1216191,2,user13,2iHFWtBc
91,1200801,3,user17,tOizoguo
57,290859,5,user69,0RTA5kxy
81,663712,1,user1,Jc2PkC69
28,225886,3,user66,Sq1j7Qlp
37,284052,3,user100,18LGsnRw
78,62211,1,user24,vxmxGnYc
42,1306764,5,user10,30xwHG6d
78,454640,4,user84,L0LAk4Dr
80,630004,3,user84,1tIYEvIa
78,1064375,2,user95,QcAKFNYU
16,245891,2,user10,6tJYfwex
90,2024,5,user38,Lt6Lt50t
18,1321476,4,user22,RV1FEf1l
12,281338,5,user60,MyN8dgbA
64,438695,3,user29,EoSWI9C6
74,426063,2,user9,8gHzAUML
76,1050035,2,user1,paS0czbn
100,129,5,user84,AAsG1uj9
27,13673,4,user31,MqA5sh3T
65,8009,4,user35,dlvrtXs3
94,9806,1,user41,ZVw60AWk
69,2062,5,user37,xEiYspel
30,949484,3,user9,DmelE4jm
57,609681,3,user85,layrpXoT
11,970347,3,user9,WOT0qWL0
42,4909,1,user78,K7BtiMrE
15,10138,1,user8,b0nSFKAl
60,98,3,user62,LZbnHTOV
65,957452,4,user58,T1jXH1PL
74,8871,5,user18,kfczhf3U
40,19913,1,user11,oVuMgLSu
37,1140648,4,user58,ve7PHd8l
100,73723,3,user74,b5vVVPc0
56,335984,3,user23,toszmiJN
10,508442,4,user42,awXiJriK
11,461130,1,user56,a24I0Y9i
75,381288,4,user80,b2vhR9XN
72,223702,2,user13,IdMNIv8M
84,809,3,user89,hsPxFCFZ
37,551271,2,user48,8OQYrkEu
13,346648,1,user36,gHWJlBIW
84,1249532,1,user75,BEWgSAPd
81,630586,1,user20,6Zw59Uep
23,726139,1,user59,o4R2YPyP
18,438631,2,user80,Rh9oKPlh
56,748230,5,user63,Oi7qJnSn
82,13313,1,user46,ZLpyL3kv
36,45243,1,user10,pWvlHB4U
99,9732,3,user82,AUYh8Qr2
32,642885,5,user93,9aZBXmSB
74,1200801,1,user55,9dxLxO1f
11,1244492,3,user65,xn6gR7fr
13,1014590,3,user64,81I129LW
45,36685,4,user11,4oj0g3qm
4,197,3,user53,9iLckS2e
25,263472,4,user68,g0OgJUGV
27,272,2,user50,tzEzHjBE
41,55685,4,user88,6ELAXbol
36,1903,4,user41,JeSPd187
35,9279,2,user84,TS9Zo1mt
37,934866,4,user72,AnN50PxZ
1,1205317,5,user27,HHC8F2vA
76,1094974,1,user43,mNfOZFtQ
71,1028703,4,user77,c9fsSstC
7,77338,3,user6,14g3EADW
39,614933,5,user66,tqXDvfJ7
30,10771,5,user7,jMjvjQhA
48,363676,2,user46,7xv2tHdV
12,27066,2,user80,likGw7jt
70,1042834,3,user61,iT4Q2uiB
16,363088,5,user49,pmhJzolw
5,1159311,5,user96,yaNR2fNR
35,634649,2,user74,VTv2u39c
39,1141182,3,user68,u2EfoqIX
20,181808,2,user69,TgMpK5aq
71,38757,5,user29,64E8vpyB
6,3600,3,user94,deoJ2e1K
43,1028703,4,user2,9r5lBYoC
5,36647,3,user8,nrSR1ihC
35,959098,4,user62,rlVpQE2n
70,976830,3,user32,FKdKgsx6
45,1579,4,user81,LbYnM42h
44,10867,1,user95,yCNZYTQO
46,556694,5,user7,h3olw75i
6,931944,5,user20,816elRdr
23,285,3,user51,fRCc3qrV
3,564,4,user91,3Fe1JDvz
70,36647,5,user49,M1ggGuPS
49,927342,2,user73,XE5C2RFl
53,129,5,user11,hQM0O56t
70,955555,1,user2,dHd4CJOW
23,223702,4,user50,9BgaAtZ4
68,1063877,1,user84,PEj8kxLG
19,2758,5,user79,FK5RBpSZ
55,10198,5,user43,Z8W8FCXb
17,80278,2,user31,lVkjYHUE
73,1373893,1,user81,bJHqq9hQ
43,181812,2,user88,1qtwbV89
66,264980,2,user59,TMjXbkLZ
85,945961,1,user40,vJcJj51Q
63,939243,3,user1,kmhhYAZM
49,10719,2,user17,3u58hC09
37,49444,2,user37,HmJrQCh8
1,638507,4,user22,7U0VZyz2
100,348350,3,user12,FhYBu5kq
61,27066,1,user76,Wqtkyxtm
30,1016121,2,user56,NIK5Ej5N
86,1210794,5,user13,PmheJkX5
12,508947,4,user49,70b0rFpd
95,425,5,user9,JCyVBSOj
54,36557,3,user39,CRal0Nbf
24,46738,3,user59,foesBNaq
19,748230,1,user9,aApYlJG3
24,2062,1,user12,PpbdQDek
35,645710,3,user88,e0kF7aDQ
50,36557,1,user39,fVhL54UM
92,346698,2,user72,ET2WlhFy
20,1361292,2,user57,Mb8VxWUn
74,1111873,4,user32,kmkkMCN5
74,105864,2,user92,0IMwzCyI
64,1041613,2,user47,pxF4mwqz
32,1094974,2,user61,Wagw3Aqo
68,460465,5,user56,N5pHsTjq
73,1159311,1,user33,SOEKijor
6,18823,4,user76,Tcaej5AR
1,450465,4,user37,8qTKlqGR
28,956842,1,user67,yl26fWde
39,341174,5,user4,BaCl1NAi
55,1138194,1,user4,7aBQcEG4
18,37136,1,user30,Ivqx77CQ
62,1029575,1,user93,8pafkuar
67,10830,4,user95,0MvpOoJR
86,13313,5,user62,RgmIiEcc
69,177572,3,user47,J9NZgpam
60,1076487,3,user58,zBlIAKN2
86,1066262,1,user98,VyFVJUON
11,476669,1,user24,8HelXVM2
75,190859,4,user72,nUeGbGAA
42,798021,5,user28,4rWtYgjG
64,1357633,3,user82,qfMWczXN
54,624860,2,user39,so8kpm70
65,1094274,5,user59,sej17fj1
56,1139566,3,user63,qFWGWKbZ
46,19913,3,user84,wjmEKzAS
27,573435,2,user65,VXG7ThCO
82,474350,1,user3,fxpn2RMY
22,12444,4,user32,SLPKm02Z
17,206487,1,user63,vPVLddJj
45,948549,4,user27,tXhXS47A
3,1140648,3,user2,wPlqs5vS
68,588555,2,user48,eXzAhBmq
41,264980,5,user40,LkL3k9VD
11,57800,4,user63,kD9aP8nQ
1,299536,5,user38,tbrZEXCO
52,437342,4,user87,VxiOrWEU
96,49051,4,user67,dFXjKR3K
19,101,3,user70,x4rgifAY
84,829402,3,user4,wdP2Bvt7
55,660982,4,user39,x0i8I8G5
86,197158,3,user28,uJQOfzEa
100,281338,2,user59,WkrS6WYv
67,41446,1,user19,EP9sZGFP
59,632856,2,user42,EmMv79qs
78,1014590,4,user21,CuWfTsoh
78,13,2,user41,nf43O1Nf
43,1361292,4,user42,kIayj4iA
24,1233327,2,user50,rw8qIhvd
74,646385,1,user28,3oFCnbtu
32,999890,1,user71,Mml57zoz
67,1156593,2,user47,ilDChfkX
68,1145291,4,user35,z1YEAirX
35,335984,2,user9,hYVhrV9V
30,632856,3,user39,9b8CnCoV
60,1128941,1,user87,IaTNTsYi
39,1167366,2,user1,UtcyuK8v
8,554596,3,user80,yCiJQG2S
78,19913,4,user16,3RlYF6A5
56,1241752,1,user94,tCncdA51
96,425,2,user36,oangg8Fz
52,792,4,user98,CGa1q945
52,508883,3,user64,xw5tL8V3
17,635910,3,user28,lgc76NNr
4,36239,4,user92,QCjg2mIQ
90,1292359,2,user70,hds2Jklf
44,19908,5,user21,nB8VSk1z
5,762509,4,user77,maeKW5Y6
96,934632,3,user88,Ku4syh0u
7,129,2,user41,Kq7EmiqZ
1,980489,3,user92,71E4L2if
99,1014590,3,user39,m62Jmcyx
70,957119,2,user94,FPz3ACU4
45,464026,4,user90,ECJHW4K8
35,273481,2,user36,1RqxZKk8
83,1084863,1,user81,jaH77XqQ
53,10591,1,user66,jCq1cJTF
12,36593,2,user73,gsL3fKMQ
20,55685,5,user84,hqJWOk7E
66,7451,1,user56,kcKxgGfB
26,46195,4,user67,qMULW6Pv
43,698508,2,user89,5x26yKIR
86,957119,5,user57,sfzmB07t
65,54989,1,user34,vY5JXhhH
65,122,1,user25,wQAtacTD
89,1135869,3,user30,JdKTBuHh
9,439079,3,user40,T6SyOXkn
92,561,1,user8,Hdn7WGnS
70,1382511,2,user11,wLBaHiFP
42,27066,3,user48,DFBjiP1U
38,588555,2,user83,unIiuV1o
92,45933,2,user2,KtqUQJhK
8,1059128,2,user25,iKh3roq8
78,260346,1,user100,8nYneN8B
30,80321,3,user16,WXC6MvaW
27,1125510,1,user59,R9UCcoks
7,474350,2,user67,WdETQJm4
91,537915,2,user85,nFHR6w7T
97,64688,3,user9,e5FiWbn2
7,273248,5,user6,ILj3YaAQ
6,34851,2,user59,NUpQlNoL
26,935271,5,user36,GivAosTV
58,698508,2,user78,OU1Y38WW
98,632856,4,user51,pNuCeWpE
3,1210794,3,user95,rUtzeIPG
61,1106739,1,user19,aVI1ksNu
21,4935,4,user72,bi5AwDBB
43,1100856,1,user16,cvK90hCi
56,807,4,user59,gEYwWab7
81,10138,2,user52,UL91w0TB
33,957452,2,user47,xLTD1zkI
48,277217,5,user43,MIwwrWmS
72,809,1,user88,pR7Lez8f
16,8363,1,user9,g7Qv3qMT
50,578,3,user48,NueRA2sn
11,458723,1,user51,YCLPDAio
94,259872,2,user66,QwUqNwgM
61,18823,2,user33,9EqJSbhY
25,238,1,user34,T8d6izcZ
82,948549,3,user2,uYu8dVov
74,1036921,5,user27,MPiiZMLx
68,365177,3,user16,LQdmjOM4
64,346364,5,user63,q2Y2Htxh
70,155,2,user92,a37eJpKp
62,1903,4,user94,lYe2bI2H
86,19119,4,user94,Bsp0dtPG
78,10193,3,user86,iYcJdzww
48,1035048,1,user4,IeFmTWII
47,1145491,4,user85,fzKGJeT1
49,206647,4,user40,eWKpwZDh
6,10009,2,user11,XSXcFbG3
31,18823,3,user92,mCG53ni2
12,5492,1,user88,uo1eFDUN
64,77338,1,user52,t0UUw8R5
28,260346,5,user74,1J7lQf52
32,561,3,user76,qQKu9xDd
47,263472,3,user72,nxZezPsJ
84,270946,4,user46,M5LBQSd8
79,1354627,5,user40,s4RCVCyM
73,57165,1,user22,mttHb2jH
77,1321476,4,user53,cNWHzV0l
8,197,5,user83,seLY2PVh
86,17979,2,user7,gKaHVOG8
65,62835,2,user71,MWO1KLLJ
41,278924,3,user98,GfZPqCLv
12,459151,5,user98,MUku3qF6
37,37799,2,user89,EHM1dsvA
26,799379,5,user67,qy5XOtC3
81,1142780,4,user66,38fSPoRG
38,1147400,3,user30,IvbDnEWk
95,1171640,3,user80,2KrVo2PW
20,658,4,user22,VtYQGc6A
94,1207898,1,user15,YaWUrwe2
82,527774,5,user18,M8a0fZaE
23,466420,2,user30,cV7ie3hA
58,36557,3,user60,rfJ3o93G
62,218,5,user61,mUY5P3IF
63,1329912,4,user18,rHdO0PtB
41,1326059,2,user36,jxRECIwp
48,80321,1,user11,QbjzTLUE
44,616037,4,user63,TKKnwetM
9,2251,5,user54,xn6YUkZL
65,1087388,4,user23,WrwAEczw
9,1087822,4,user55,3gqYB03x
76,273248,5,user28,55fWReRN
1,38757,3,user43,XLLESexF
63,10771,2,user64,yFdSf42b
10,453395,5,user38,9uRNeyEM
43,63,5,user27,icd4KTTd
40,1292359,1,user66,5DQJaEJW
5,460465,2,user68,0YSbZM2Z
